,Title,Published_date,Views,Likes,Favorite,Comments,Month
732,Minimum Laptop Configuration To Start With Machine Learning And Deep Learning💻💻💻💻💻💻,2021-07-06,86622,2431,0,258,Jul
733,Generate Python Faster with Mito⭐ ⭐ ⭐ ⭐,2021-07-06,5385,245,0,13,Jul
734,My View On Github Copilot- Will Developers Lose Their Jobs?Must Watch For Everyone,2021-07-05,15840,704,0,92,Jul
735,Companies To Apply For Data Scientist And ML And DL Roles in 2021- Dont Wait-Just Apply✌ ✌ ✌ ✌ ✌ ✌,2021-07-04,68850,2647,0,192,Jul
736,Average Salary Hike Of Data Scientist In 2021 From the Data I Collected From January,2021-07-03,23685,623,0,68,Jul
737,Github Copilot Vs Tabnine AI Code Completion Autocomplete Vs KITE- Which Is Your Favourite ?,2021-07-03,68019,826,0,59,Jul
738,Sharing Devavrat Experience Of Working In Nvidia As Intern ⭐⭐⭐⭐,2021-07-02,10047,248,0,7,Jul
739,Writing Machine Learning Pipelines And Deep Learning Code Using Github Copilot ⭐⭐⭐⭐⭐⭐,2021-07-02,28126,595,0,65,Jul
740,First Time Using Github Copilot- How To Do Coding Using 1 Finger😂😂😂😂😂,2021-07-01,73799,1795,0,266,Jul
741,Breakthrough Announcement- Github Copilot- Your AI Pair Programmer- Saviour For Developers🙌🙌🙌🙌🙌🙌🙌,2021-07-01,11254,490,0,44,Jul
742,Last Week Of Data Science Preparation Before Job Interviews- Maximize Your Chances,2021-06-30,14934,391,0,15,Jun
743,Follow This Statergy To Increase Your Salary Hike In Job Interviews- Learn This Art💲 💲 💲 💲 💲 💲,2021-06-30,15492,817,0,61,Jun
744,Interesting Interview Question On Performance Metrics,2021-06-29,11852,250,0,27,Jun
745,Tutorial 3-Creating My Simple Weekly Study Timetable Using Django Views And Urls,2021-06-29,11541,227,0,15,Jun
746,Mistakes I Made In College Which You Should Not Repeat,2021-06-28,9806,566,0,55,Jun
747,Sharing My Time Table And Efficient Strategy To Learn Machine Learning In Quick Time,2021-06-27,35686,1281,0,64,Jun
748,How Data Science Projects Are Implemented Using Agile Methodology🤔 🤔 🤔 🤔 🤔 🤔 🤔,2021-06-26,34956,855,0,55,Jun
749,Important SQL Interview Questions FOR DATASCIENCE & ANALYTICS- Ft: @SatyajitPattnaik,2021-06-25,63515,1893,0,42,Jun
750,How A Support Engineer Applied ML Knowledge In His Domain And Cracked Data Science Job 👨‍🔬👨‍🔬👨‍🔬👨‍🔬,2021-06-24,7690,260,0,23,Jun
751,Day To Day Activities Of A Full Stack Data Scientist By Saurav From Nvidia And Interview Process,2021-06-23,16992,499,0,22,Jun
752,How A Manual Tester Applied Data Science Knowledge In Their Domain- Successful Transition Story,2021-06-23,9752,184,0,20,Jun
753,"AutoGluon + Nvidia Rapids-Advancing the State of the Art in AutoML,Now 10x Faster with NVIDIA RAPIDS",2021-06-23,4267,115,0,6,Jun
754,White Box Vs Black Box Models In Machine Learning- Data Science Interview Question,2021-06-21,13631,476,0,32,Jun
755,Developed Many End To End Data Science Projects But Unable To Explain In Interviews- General Q&A,2021-06-20,10165,350,0,30,Jun
756,Real Time Image Segmentation And Object Detection From Live Video Stream Using PixelLib,2021-06-20,30848,509,0,27,Jun
757,Image Segmentation And Object Detection Using 5 Lines Of Code Using PixelLib,2021-06-20,52294,773,0,40,Jun
758,Face Recognition Project In Flask Web Framework- Recognize Different Faces Easily,2021-06-19,70508,1471,0,72,Jun
759,OpenCV Face And Eye Detection In Flask Web Framework,2021-06-19,35849,684,0,22,Jun
760,Tutorial 2-Creating And Running A Default Django Project In Local Server,2021-06-17,29823,305,0,22,Jun
761,"Common Doubts,Questions And Fear After Getting Data Science Job- Must For EveryOne😕😕😕😕",2021-06-16,14312,479,0,60,Jun
762,Introduction To Django Python Web Framework. When To Use Django OR When To Use Flask?,2021-06-15,19770,339,0,19,Jun
763,How to Make an Data Science Projects More Likely to Succeed? Sharing My Experience,2021-06-15,10089,146,0,7,Jun
764,The Importance Of Story Telling In Data Science Interviews,2021-06-15,10857,321,0,25,Jun
765,Video Streaming Using Webcam In Flask Web Framework,2021-06-14,79604,1619,0,107,Jun
766,Why Data Science Project Fails? Sharing My 9+ Years Experience,2021-06-14,5014,222,0,30,Jun
767,Sunday Live Q&A- Ask Anything Related Data Science,2021-06-13,6484,413,0,11,Jun
768,Integrating CSS and Javascript in Flask Web Framework,2021-06-13,49086,782,0,34,Jun
769,Understanding Jinja2 Template Engine In Flask Web Framework,2021-06-12,42100,817,0,34,Jun
770,Integrating HTML With FLASK Web Framework With HTTP VERBS(Get And POST),2021-06-12,77860,1318,0,43,Jun
771,How Do You Handle Multicollinearity In Machine Learning-Asked In Interview,2021-06-11,11437,218,0,46,Jun
772,Building Url Dynamically In Flask Web Framework,2021-06-11,56230,1065,0,37,Jun
773,Best Practices For Becoming A Good Python Developer,2021-06-11,14816,497,0,23,Jun
774,When To Use Entropy Vs When To Use Gini Impurity In Decision Tree- Asked In Interviews,2021-06-11,19294,315,0,27,Jun
775,Understanding A Sample Flask Web Application Skeleton,2021-06-10,65788,1199,0,30,Jun
776,Setting VSCode IDE To Learn Flask Web Framework For Machine Learning,2021-06-10,87865,1444,0,40,Jun
777,Introduction To Flask Web Framework,2021-06-09,167799,2517,0,62,Jun
778,How Do I Prepare My Data Science Materials- Evolution From Writing Notes From Book To Ipad,2021-06-09,19670,286,0,28,Jun
779,Dynamic Pricing Machine Learning Usecase Discussion,2021-06-09,21422,369,0,27,Jun
780,Announcing iNeuron's 30 Days Fast Track Data Science Interview Preparation Live Classes,2021-06-08,6891,114,0,16,Jun
781,How To Handle Data Privacy In Data Science Projects- Solution- Asked In Interview,2021-06-08,6256,175,0,10,Jun
782,How To Handle Data Privacy In ML Projects?-Machine Learning Interview#8,2021-06-07,5528,199,0,81,Jun
783,Announcing ML Usecase Discussion Series- Dynamic Pricing-Part 1,2021-06-07,13052,209,0,19,Jun
784,Which Machine Learning Algorithm Will You Apply For A Usecase-Best Way To Answer In Interview?,2021-06-07,16997,459,0,48,Jun
785,Applied More Than 250+ Data Science Jobs But Still Not Getting Calls? What Is the Solution For This?,2021-06-06,21218,750,0,102,Jun
786,Announcing Our Second Startup- Firstfiling.in Legal And Tax Compliances,2021-06-05,9656,499,0,75,Jun
787,Success Story Of Ashesh- Getting Job As Data Scientist In US,2021-06-05,5549,178,0,7,Jun
788,Announcing iNeuron Big Data Masters Affordable Course,2021-06-04,13014,277,0,96,Jun
789,Machine Learning Interview Series With Solution #6-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-04,10090,282,0,24,Jun
790,Deep Learning Interview Series #7-Asked In Interview-Epochs Vs Batch Vs Iterations In Deep Learning,2021-06-04,23507,714,0,27,Jun
791,Machine Learning Interview Series #5-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-03,12667,255,0,62,Jun
792,Deep Learning Computer Vision Interview Series #4-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-02,18644,366,0,67,Jun
793,Tutorial 2-Linear Algebra For ML-How To Add 2 Vectors,2021-06-02,9248,237,0,18,Jun
794,Linear Algebra-What is Scalar and Vectors And Its Practical Applications In Machine Learning? ⭐⭐⭐⭐⭐⭐,2021-06-01,27752,588,0,27,Jun
795,Success Story Of Ameya- Transition To Devops In Vodafone  At GermanyFt:iNeuron,2021-06-01,2905,73,0,11,Jun
796,Explaining An End To End Machine Learning Project To A Interviewer,2021-05-31,61554,1962,0,48,May
797,Explaining An End To End Data Analyst/Business Analytics Projects,2021-05-30,118193,2862,0,49,May
798,Success Story Of Dhruv- Transition As Data Scientist In McKinsey & Company,2021-05-29,16795,436,0,19,May
799,Permutation And Combination Easily Explained,2021-05-28,46249,1393,0,53,May
800,Success Story Of Rahul- Transition From Support To Data Analyst|ft: iNeuron,2021-05-28,17617,403,0,26,May
801,Custom Training Question Answer Model Using Transformer BERT,2021-05-27,120435,2091,0,81,May
802,Success Story Of Purvansh- How He Got Into GSOC In The Field Of Machine Learning| Ft:iNeuron,2021-05-27,7088,265,0,6,May
803,Success Story Of Sarthak- Transition From Mechanical Engineer To Data Science- Ft:iNeuron,2021-05-26,6375,211,0,28,May
804,All Important Topics In Probability For Data Science In 1 Video,2021-05-25,75660,2209,0,82,May
805,Success Story Of Arun- Transition From Support To Data Science Ft: iNeuron,2021-05-25,6549,167,0,19,May
806,Monday Live Q&A Ask Anything Related Data Science,2021-05-24,6084,436,0,8,May
807,Generating Python By Editing Spreadsheet Using Mito,2021-05-24,5988,185,0,11,May
808,How To Perform Hypothesis Testing-Confidence Interval|Z Test Statistics| Derive Conclusion- Part 1,2021-05-23,43921,1138,0,91,May
809,What Should Be A Proper Structure Of Your Data Science Projects In Github?,2021-05-23,36181,1028,0,30,May
810,Training Machine Learning Algorithms In GPU Using Nvidia Rapids cuML Library,2021-05-22,13255,274,0,26,May
811,Deep Successful Career Transition From Mechanical Engineer & Teacher To Data Analyst|Ft:iNeuron,2021-05-22,13416,433,0,36,May
812,Himanshu Successful Career Transition From MCA Graduate Fresher To Data Science- Ft: iNeuron,2021-05-21,10494,320,0,43,May
813,Tutorial 2- Fine Tuning Pretrained Model On Custom Dataset Using 🤗 Transformer,2021-05-20,174636,2294,0,177,May
814,Bitcoin Market Crash Analyzing As A Data Scientist Part 1-₿₿₿₿₿₿,2021-05-20,7676,375,0,47,May
815,Tutorial 1-Transformer And Bert Implementation With Huggingface,2021-05-18,200377,3783,0,136,May
816,"Introduction To Nvidia Rapids- cuDF,cuML Libraries- Run Anything In GPU⭐⭐⭐⭐⭐⭐",2021-05-18,16987,335,0,26,May
817,Tutorial 8- Pyspark Multiple Linear Regression Implementation In Databricks,2021-05-17,32508,475,0,49,May
818,Power Law Distribution And Its Examples And Application- Statistics Interview Question,2021-05-17,34323,596,0,52,May
819,Z Score And Its Applications- Important Stats Interview Question,2021-05-16,60064,1551,0,95,May
820,Whether We Should Reduce False Positive Or Negative In Confusion Matrix-Machine Learning Interviews,2021-05-16,32104,749,0,93,May
821,3 Important Things To Focus On Data Science #shorts,2021-05-15,59642,3492,0,31,May
822,"Tools, Softwares And Tips For Virtual Live Interviews",2021-05-15,5030,203,0,17,May
823,DATA SCIENCE Is All About Continuous Learning #shorts,2021-05-14,27640,1561,0,19,May
824,Octoparse- Easy Web Scraping Tool Without Any Coding Knowledge,2021-05-14,92744,1407,0,107,May
825,Focus In These Things In Data Science Interview #shorts,2021-05-13,40768,2565,0,15,May
826,Most Important Skills In Data Science For Jobs #shorts,2021-05-13,47531,2845,0,29,May
827,How Sudhanshu And iNeuron Team Overcome COVID- Precaution To Be Taken-Stay Safe,2021-05-13,5738,235,0,16,May
828,Tutorial 7- Pyspark With Python|Introduction To Databricks,2021-05-12,78003,803,0,26,May
829,Tutorial 6- Pyspark With Python-Introduction To Pyspark Mlib,2021-05-11,34964,509,0,26,May
830,Different Type Of Sampling Techniques With Examples| Statistics Interview Question,2021-05-11,39044,995,0,40,May
831,Tutorial 5- Pyspark With Python-GroupBy And Aggregate Functions,2021-05-10,43268,559,0,30,May
832,How To Start Data Science From My Channel- Follow This Order Of Playlist,2021-05-10,17860,1132,0,131,May
833,"1000+ VideosRegarding Data Science,ML,DL Uploaded In My Channel In 2.5 years🥳 🥳 🥳 🥳 🥳",2021-05-09,7404,396,0,55,May
834,5 Number Summary And How To handle Outliers Using IQR-Statistics,2021-05-09,31835,836,0,61,May
835,Stats Interview Series #3-Asked In Interview #shorts⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-05-09,20975,416,0,41,May
836,Why Deep Learning Is Becoming So Popular?🔥🔥🔥🔥🔥🔥,2021-05-08,321711,2648,0,46,May
837,Atoti Library- Free Python BI Analytics Platform,2021-05-07,13026,460,0,50,May
838,50+ Successful Transition Stories To Data Science In 2 months- Ft Ineuron Team ✨🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,2021-05-07,6452,325,0,36,May
839,Top 25 Machine Learning & AI Hackathons To Move To Data Science,2021-05-06,20965,751,0,38,May
840,Tutorial 4- Pyspark With Python-Pyspark DataFrames- Filter Operations,2021-05-06,41428,679,0,33,May
841,Tutorial 3- Pyspark With Python-Pyspark DataFrames- Handling Missing Values,2021-05-05,60346,880,0,66,May
842,Tutorial 2-Pyspark With Python-Pyspark DataFrames- Part 1,2021-05-04,99697,1412,0,86,May
843,Tutorial 1-Pyspark With Python-Pyspark Introduction and Installation,2021-05-04,290927,3307,0,348,May
844,10 Tips To Learn Python Efficiently And Effectively,2021-05-03,30459,1396,0,52,May
845,Sunday Live Q&A Ask Anything Related Data Science,2021-05-02,7647,370,0,18,May
846,"Bernoulli distribution- Mean, Variance And Standard Deviation OF Bernoulli distribution",2021-05-02,45375,863,0,29,May
847,Introduction To Statistics And Its Types For Starters,2021-05-01,108485,2529,0,59,May
848,Review Discussion Of Data Scientist Resume- Tips For Preparing A Perfect Resume,2021-04-30,12563,383,0,39,Apr
849,DataPrep Library- Perform Faster EDA Within No Time,2021-04-30,21566,746,0,49,Apr
850,Complete Road Map Towards Data Science In 2021,2021-04-29,143023,4826,0,201,Apr
851,All Type Of Cross Validation With Python All In 1 Video,2021-04-28,47659,1352,0,57,Apr
852,AutoScraper- Scrap Images From Amazon Ecommerce- End To End Web Scraping Application,2021-04-28,15597,370,0,33,Apr
853,Complete RoadMap Towards Data Analyst In 2021,2021-04-27,72659,2988,0,149,Apr
854,Drawdata-Python Library To Draw Dataset In Jupyter Notebook,2021-04-26,5805,241,0,19,Apr
855,Your GitHub story in 3D- View a 3D Model of your GitHub Contribution graph.,2021-04-26,6321,167,0,20,Apr
856,Sunday Live Q&A Ask Anything Related Data Science,2021-04-25,4509,354,0,19,Apr
857,Autoviz-Automatically Visualize Any Dataset With Single Line Of Code,2021-04-25,41454,1191,0,77,Apr
858,Who Are Data Scientists?,2021-04-24,11769,444,0,42,Apr
859,AutoScraper and Flask: Create an API From Amazon Website in Less Than 10 Minutes,2021-04-24,22551,516,0,27,Apr
860,Automating WebScraping Amazon Ecommerce Website Using AutoScrapper,2021-04-23,157020,2692,0,130,Apr
861,Deep Learning Interview Series #2- Asked In interview,2021-04-23,10006,213,0,46,Apr
862,Automating Web Scrapping Using AutoScraper Library,2021-04-22,30523,880,0,61,Apr
863,Discussing All The Types Of Feature Transformation In Machine Learning,2021-04-21,75697,1925,0,64,Apr
864,All Automated EDA Libraries All At One Place,2021-04-20,32138,1073,0,62,Apr
865,Machine Learning Interview Series#1-Asked in Interview,2021-04-20,17562,304,0,54,Apr
866,Deployment Of ML Models Using PyWebIO And Flask In Heroku,2021-04-19,8007,220,0,22,Apr
867,Numba Library- Let's Make Python Faster,2021-04-19,12946,355,0,28,Apr
868,Text Generation with Transformers (GPT-2) In 10 Lines Of Code,2021-04-18,56728,993,0,63,Apr
869,Introduction To Machine Learning And Deep Learning For Starters,2021-04-18,111360,1879,0,55,Apr
870,TFOD 2.0 Custom Object Detection Step By Step Tutorial,2021-04-17,219204,3529,0,471,Apr
871,Deep Learning Interview Series #1- Asked In Interview,2021-04-17,14241,240,0,39,Apr
872,Friday Live Q&A Ask Anything Related Data Science,2021-04-16,4130,233,0,7,Apr
873,Comparing Transfer Learning Models Using Gradio,2021-04-16,7977,203,0,19,Apr
874,Gradio Library-Interfaces for your Machine Learning Models,2021-04-15,52488,1068,0,34,Apr
875,How To Automate NLP Tasks Using EvalML Library,2021-04-15,8123,290,0,15,Apr
876,Lazy Predict Python- Understanding Which Models Works Well Without Any Tuning,2021-04-14,12701,480,0,25,Apr
877,"EvalML AutoML Library To Automate Feature Engineering, Feature Selection,Model Creation And Tuning",2021-04-14,23009,757,0,56,Apr
878,Joining Bonus- Whether We should Take Joining Bonus? General Q&A,2021-04-14,26655,556,0,66,Apr
879,Confidence Intervals In Statistics- Part 1,2021-04-13,139302,2358,0,109,Apr
880,Best Freelancing Work- Earn By Answering Questions,2021-04-13,12331,492,0,46,Apr
881,"Difference Between fit(), transform(), fit_transform() and predict() methods in Scikit-Learn",2021-04-12,89489,3505,0,138,Apr
882,What Is Probation Period?General Q&A,2021-04-11,53818,1082,0,107,Apr
883,The Art Of Writing Resume For Data Science- Must For EveryOne,2021-04-10,16004,546,0,24,Apr
884,Amazing Initiative For Kids- Ineuron K-12 Youtube Channel- Free Content #shorts,2021-04-09,9910,297,0,8,Apr
885,How To Handle 90 Days Notice Period With HR,2021-04-09,146725,4320,0,334,Apr
886,Stats Interview Series #2-Asked In Interview,2021-04-09,33172,599,0,90,Apr
887,"Statistics-Left Skewed And Right Skewed Distribution And Relation With Mean, Median And Mode",2021-04-08,118098,2624,0,70,Apr
888,Stats Interview Series #1- Asked In Interview,2021-04-08,44262,825,0,67,Apr
889,Interview Question -Risks In Data Science Projects,2021-04-07,5995,146,0,13,Apr
890,Shapash- Python Library To Make Machine Learning Interpretable,2021-04-06,23075,731,0,39,Apr
891,Interesting Fact About Data #shorts,2021-04-06,17489,764,0,201,Apr
892,Deployment Of ML Models Using PyWebIO And Flask,2021-04-05,13952,333,0,32,Apr
893,What Is P Value In Statistics In Simple Language?,2021-04-05,287315,5529,0,138,Apr
894,Creating BMI Calculator Web APP Using Python And PyWebIO,2021-04-04,11965,362,0,29,Apr
895,You Don't Require A Master's Or Phd To Become Citizen Data Scientist #shorts,2021-04-04,17049,674,0,19,Apr
896,PyWebIO- Creating WebAPP Using Python Without Using HTML And JS,2021-04-03,23633,753,0,71,Apr
897,#shorts Believe You Can You Are Halfway Done-Motivation,2021-04-03,10179,526,0,12,Apr
898,Part 4-Testing ANN Model-Audio Classification Project Using Deep Learning,2021-04-02,28078,489,0,59,Apr
899,#shorts Three Most Important Points To Remember To Grow You In Your Life,2021-04-01,14036,885,0,16,Apr
